# Run Accuracy
6.486400000000000000e+04 9.531250000000000000e-01
6.499200000000000000e+04 9.140625000000000000e-01
6.512000000000000000e+04 9.531250000000000000e-01
6.524800000000000000e+04 9.687500000000000000e-01
6.537600000000000000e+04 9.765625000000000000e-01
6.550400000000000000e+04 9.609375000000000000e-01
6.563200000000000000e+04 9.062500000000000000e-01
6.576000000000000000e+04 9.062500000000000000e-01
6.588800000000000000e+04 9.531250000000000000e-01
6.601600000000000000e+04 9.609375000000000000e-01
6.614400000000000000e+04 9.843750000000000000e-01
6.627200000000000000e+04 9.531250000000000000e-01
6.640000000000000000e+04 9.453125000000000000e-01
6.652800000000000000e+04 9.609375000000000000e-01
6.665600000000000000e+04 9.296875000000000000e-01
6.678400000000000000e+04 9.531250000000000000e-01
6.691200000000000000e+04 9.140625000000000000e-01
6.704000000000000000e+04 9.140625000000000000e-01
6.716800000000000000e+04 9.609375000000000000e-01
6.729600000000000000e+04 9.609375000000000000e-01
6.742400000000000000e+04 9.218750000000000000e-01
6.755200000000000000e+04 9.218750000000000000e-01
6.768000000000000000e+04 9.296875000000000000e-01
6.780800000000000000e+04 9.296875000000000000e-01
6.793600000000000000e+04 9.218750000000000000e-01
6.806400000000000000e+04 9.140625000000000000e-01
6.819200000000000000e+04 9.453125000000000000e-01
6.832000000000000000e+04 9.453125000000000000e-01
6.844800000000000000e+04 9.375000000000000000e-01
6.857600000000000000e+04 9.218750000000000000e-01
6.870400000000000000e+04 9.453125000000000000e-01
6.883200000000000000e+04 9.375000000000000000e-01
6.896000000000000000e+04 9.531250000000000000e-01
6.908800000000000000e+04 9.296875000000000000e-01
6.921600000000000000e+04 9.296875000000000000e-01
6.934400000000000000e+04 9.140625000000000000e-01
6.947200000000000000e+04 9.062500000000000000e-01
6.960000000000000000e+04 9.296875000000000000e-01
6.972800000000000000e+04 9.531250000000000000e-01
6.985600000000000000e+04 9.375000000000000000e-01
6.998400000000000000e+04 9.609375000000000000e-01
7.011200000000000000e+04 9.609375000000000000e-01
7.024000000000000000e+04 9.453125000000000000e-01
7.036800000000000000e+04 9.453125000000000000e-01
7.049600000000000000e+04 9.453125000000000000e-01
7.062400000000000000e+04 9.218750000000000000e-01
7.075200000000000000e+04 9.296875000000000000e-01
7.088000000000000000e+04 9.375000000000000000e-01
7.100800000000000000e+04 9.609375000000000000e-01
7.113600000000000000e+04 9.609375000000000000e-01
7.126400000000000000e+04 8.906250000000000000e-01
7.139200000000000000e+04 9.375000000000000000e-01
7.152000000000000000e+04 9.453125000000000000e-01
7.164800000000000000e+04 9.296875000000000000e-01
7.177600000000000000e+04 9.375000000000000000e-01
7.190400000000000000e+04 9.453125000000000000e-01
7.203200000000000000e+04 9.453125000000000000e-01
7.216000000000000000e+04 9.843750000000000000e-01
7.228800000000000000e+04 9.140625000000000000e-01
7.241600000000000000e+04 9.453125000000000000e-01
7.254400000000000000e+04 9.296875000000000000e-01
7.267200000000000000e+04 9.531250000000000000e-01
7.280000000000000000e+04 9.375000000000000000e-01
7.292800000000000000e+04 9.609375000000000000e-01
7.305600000000000000e+04 9.609375000000000000e-01
7.318400000000000000e+04 9.531250000000000000e-01
7.331200000000000000e+04 9.843750000000000000e-01
7.344000000000000000e+04 9.609375000000000000e-01
7.356800000000000000e+04 9.140625000000000000e-01
7.369600000000000000e+04 9.687500000000000000e-01
7.382400000000000000e+04 9.453125000000000000e-01
7.395200000000000000e+04 9.531250000000000000e-01
7.408000000000000000e+04 9.296875000000000000e-01
7.420800000000000000e+04 9.531250000000000000e-01
